Log for FI Active Run 6
initializing timeseries...
starting simulations...

2022-05-25 01:02:00 → ALERT STATE declared
2022-05-25 01:03:00 → ALERT STATE revoked
2022-05-25 02:06:00 → ALERT STATE declared
2022-05-25 02:15:00 → ALERT STATE revoked
2022-05-25 08:00:00 → ALERT STATE declared
2022-05-25 08:02:00 → ALERT STATE revoked
2022-05-25 10:16:00 → ALERT STATE declared
2022-05-25 10:27:00 → ALERT STATE revoked
2022-05-25 15:10:00 → ALERT STATE declared
2022-05-25 15:28:00 → ALERT STATE revoked
2022-05-26 02:50:00 → ALERT STATE declared
2022-05-26 03:00:00 → ALERT STATE revoked
2022-05-26 03:31:00 → ALERT STATE declared
2022-05-26 03:36:00 → ALERT STATE revoked
2022-05-26 10:27:00 → ALERT STATE declared
2022-05-26 10:40:00 → ALERT STATE revoked
2022-05-27 05:14:00 → ALERT STATE declared
2022-05-27 05:29:00 → ALERT STATE revoked
2022-05-28 03:05:00 → ALERT STATE declared
2022-05-28 03:17:00 → ALERT STATE revoked
2022-06-01 01:06:00 → ALERT STATE declared
2022-06-01 01:15:00 → ALERT STATE revoked
2022-06-01 22:24:00 → ALERT STATE declared
2022-06-01 22:38:00 → ALERT STATE revoked
2022-06-02 02:43:00 → ALERT STATE declared
2022-06-02 03:00:00 → ALERT STATE revoked
2022-06-02 04:05:00 → ALERT STATE declared
2022-06-02 04:16:00 → ALERT STATE revoked
2022-06-02 04:49:00 → ALERT STATE declared
2022-06-02 04:52:00 → ALERT STATE revoked
2022-06-03 19:54:00 → ALERT STATE declared
2022-06-03 20:00:00 → ALERT STATE revoked
2022-06-04 02:12:00 → ALERT STATE declared
2022-06-04 02:16:00 → ALERT STATE revoked
2022-06-04 03:53:00 → ALERT STATE declared
2022-06-04 03:59:00 → ALERT STATE revoked
2022-06-04 08:58:00 → ALERT STATE declared
2022-06-04 08:59:00 → ALERT STATE revoked
2022-06-04 12:57:00 → ALERT STATE declared
2022-06-04 13:00:00 → ALERT STATE revoked
2022-06-04 19:25:00 → ALERT STATE declared
2022-06-04 19:33:00 → ALERT STATE revoked
2022-06-06 00:14:00 → ALERT STATE declared
2022-06-06 00:15:00 → ALERT STATE revoked
2022-06-06 05:47:00 → ALERT STATE declared
2022-06-06 06:09:00 → ALERT STATE revoked
2022-06-07 00:51:00 → ALERT STATE declared
2022-06-07 00:58:00 → ALERT STATE revoked
2022-06-07 01:20:00 → ALERT STATE declared
2022-06-07 01:23:00 → ALERT STATE revoked
2022-06-07 03:46:00 → ALERT STATE declared
2022-06-07 03:55:00 → ALERT STATE revoked
2022-06-07 05:08:00 → ALERT STATE declared
2022-06-07 05:17:00 → ALERT STATE revoked
2022-06-07 05:58:00 → ALERT STATE declared
2022-06-07 06:00:00 → ALERT STATE revoked
2022-06-07 07:29:00 → ALERT STATE declared
2022-06-07 07:46:00 → ALERT STATE revoked
2022-06-08 23:53:00 → ALERT STATE declared
2022-06-09 00:00:00 → ALERT STATE revoked
2022-06-10 00:45:00 → ALERT STATE declared
2022-06-10 00:57:00 → ALERT STATE revoked
2022-06-10 06:02:00 → ALERT STATE declared
2022-06-10 06:10:00 → ALERT STATE revoked
2022-06-12 03:45:00 → ALERT STATE declared
2022-06-12 03:53:00 → ALERT STATE revoked
2022-06-12 11:05:00 → ALERT STATE declared
2022-06-12 11:13:00 → ALERT STATE revoked
2022-06-13 05:46:00 → ALERT STATE declared
2022-06-13 05:59:00 → ALERT STATE revoked
2022-06-13 07:20:00 → ALERT STATE declared
2022-06-13 07:36:00 → ALERT STATE revoked
2022-06-14 01:05:00 → ALERT STATE declared
2022-06-14 01:07:00 → ALERT STATE revoked
2022-06-14 22:15:00 → ALERT STATE declared
2022-06-14 22:16:00 → ALERT STATE revoked
2022-06-15 01:53:00 → ALERT STATE declared
2022-06-15 02:02:00 → ALERT STATE revoked
2022-06-15 23:58:00 → ALERT STATE declared
2022-06-16 00:00:00 → ALERT STATE revoked
2022-06-16 00:58:00 → ALERT STATE declared
2022-06-16 01:00:00 → ALERT STATE revoked
2022-06-16 03:06:00 → ALERT STATE declared
2022-06-16 03:14:00 → ALERT STATE revoked
2022-06-16 08:12:00 → ALERT STATE declared
2022-06-16 08:14:00 → ALERT STATE revoked
2022-06-16 10:20:00 → ALERT STATE declared
2022-06-16 10:24:00 → ALERT STATE revoked
2022-06-16 21:18:00 → ALERT STATE declared
2022-06-16 21:19:00 → ALERT STATE revoked
2022-06-17 21:26:00 → ALERT STATE declared
2022-06-17 21:30:00 → ALERT STATE revoked
2022-06-18 05:55:00 → ALERT STATE declared
2022-06-18 06:00:00 → ALERT STATE revoked
2022-06-18 09:42:00 → ALERT STATE declared
2022-06-18 09:49:00 → ALERT STATE revoked
2022-06-18 15:49:00 → ALERT STATE declared
2022-06-18 16:01:00 → ALERT STATE revoked
2022-06-19 03:59:00 → ALERT STATE declared
2022-06-19 04:01:00 → ALERT STATE revoked
2022-06-19 23:58:00 → ALERT STATE declared
2022-06-20 00:00:00 → ALERT STATE revoked
2022-06-22 03:54:00 → ALERT STATE declared
2022-06-22 04:05:00 → ALERT STATE revoked
2022-06-22 13:16:00 → ALERT STATE declared
2022-06-22 13:20:00 → ALERT STATE revoked
2022-06-22 23:57:00 → ALERT STATE declared
2022-06-23 00:00:00 → ALERT STATE revoked
2022-06-23 03:32:00 → ALERT STATE declared
2022-06-23 03:43:00 → ALERT STATE revoked
2022-06-23 04:21:00 → ALERT STATE declared
2022-06-23 04:23:00 → ALERT STATE revoked
2022-06-23 09:18:00 → ALERT STATE declared
2022-06-23 09:22:00 → ALERT STATE revoked
2022-06-24 13:35:00 → ALERT STATE declared
2022-06-24 14:00:00 → ALERT STATE revoked
2022-06-26 12:11:00 → ALERT STATE declared
2022-06-26 12:13:00 → ALERT STATE revoked
2022-06-26 15:41:00 → ALERT STATE declared
2022-06-26 15:44:00 → ALERT STATE revoked
2022-06-26 18:59:00 → ALERT STATE declared
2022-06-26 19:13:00 → ALERT STATE revoked
2022-06-28 02:54:00 → ALERT STATE declared
2022-06-28 03:00:00 → ALERT STATE revoked
2022-06-28 04:55:00 → ALERT STATE declared
2022-06-28 04:57:00 → ALERT STATE revoked
2022-06-28 05:48:00 → ALERT STATE declared
2022-06-28 05:49:00 → ALERT STATE revoked
2022-06-28 06:50:00 → ALERT STATE declared
2022-06-28 07:00:00 → ALERT STATE revoked
2022-06-28 08:30:00 → ALERT STATE declared
2022-06-28 08:46:00 → ALERT STATE revoked
2022-06-29 00:40:00 → ALERT STATE declared
2022-06-29 00:50:00 → ALERT STATE revoked
2022-07-01 02:18:00 → ALERT STATE declared
2022-07-01 02:24:00 → ALERT STATE revoked
2022-07-01 04:15:00 → ALERT STATE declared
2022-07-01 04:23:00 → ALERT STATE revoked
2022-07-01 06:14:00 → ALERT STATE declared
2022-07-01 06:28:00 → ALERT STATE revoked
2022-07-02 04:16:00 → ALERT STATE declared
2022-07-02 04:26:00 → ALERT STATE revoked
2022-07-02 11:40:00 → ALERT STATE declared
2022-07-02 12:05:00 → ALERT STATE revoked
2022-07-02 13:58:00 → ALERT STATE declared
2022-07-02 14:02:00 → ALERT STATE revoked
2022-07-02 17:44:00 → ALERT STATE declared
2022-07-02 17:48:00 → ALERT STATE revoked
2022-07-02 23:43:00 → ALERT STATE declared
2022-07-03 00:00:00 → ALERT STATE revoked
2022-07-03 10:12:00 → ALERT STATE declared
2022-07-03 10:19:00 → ALERT STATE revoked
2022-07-04 18:23:00 → ALERT STATE declared
2022-07-04 18:31:00 → ALERT STATE revoked
2022-07-04 19:15:00 → ALERT STATE declared
2022-07-04 19:40:00 → ALERT STATE revoked
2022-07-04 23:45:00 → ALERT STATE declared
2022-07-05 00:00:00 → ALERT STATE revoked
2022-07-05 04:32:00 → ALERT STATE declared
2022-07-05 04:33:00 → ALERT STATE revoked
2022-07-05 23:14:00 → ALERT STATE declared
2022-07-05 23:17:00 → ALERT STATE revoked
2022-07-06 01:58:00 → ALERT STATE declared
2022-07-06 02:01:00 → ALERT STATE revoked
2022-07-07 02:15:00 → ALERT STATE declared
2022-07-07 02:28:00 → ALERT STATE revoked
2022-07-07 03:15:00 → ALERT STATE declared
2022-07-07 03:16:00 → ALERT STATE revoked
2022-07-08 06:54:00 → ALERT STATE declared
2022-07-08 06:55:00 → ALERT STATE revoked
2022-07-09 05:39:00 → ALERT STATE declared
2022-07-09 05:48:00 → ALERT STATE revoked
2022-07-10 02:49:00 → ALERT STATE declared
2022-07-10 02:50:00 → ALERT STATE revoked
2022-07-10 06:01:00 → ALERT STATE declared
2022-07-10 06:10:00 → ALERT STATE revoked
2022-07-10 13:50:00 → ALERT STATE declared
2022-07-10 13:51:00 → ALERT STATE revoked
2022-07-11 05:19:00 → ALERT STATE declared
2022-07-11 05:22:00 → ALERT STATE revoked
2022-07-11 06:08:00 → ALERT STATE declared
2022-07-11 06:10:00 → ALERT STATE revoked
2022-07-13 02:21:00 → ALERT STATE declared
2022-07-13 02:22:00 → ALERT STATE revoked
2022-07-13 22:25:00 → ALERT STATE declared
2022-07-13 22:28:00 → ALERT STATE revoked
2022-07-15 02:03:00 → ALERT STATE declared
2022-07-15 02:07:00 → ALERT STATE revoked
2022-07-16 01:18:00 → ALERT STATE declared
2022-07-16 01:19:00 → ALERT STATE revoked
2022-07-16 02:45:00 → ALERT STATE declared
2022-07-16 02:51:00 → ALERT STATE revoked
2022-07-16 19:55:00 → ALERT STATE declared
2022-07-16 20:09:00 → ALERT STATE revoked
2022-07-17 00:17:00 → ALERT STATE declared
2022-07-17 00:19:00 → ALERT STATE revoked
2022-07-17 05:04:00 → ALERT STATE declared
2022-07-17 05:10:00 → ALERT STATE revoked
2022-07-17 06:00:00 → ALERT STATE declared
2022-07-17 06:04:00 → ALERT STATE revoked
2022-07-17 20:43:00 → ALERT STATE declared
2022-07-17 20:53:00 → ALERT STATE revoked
2022-07-19 00:44:00 → ALERT STATE declared
2022-07-19 00:49:00 → ALERT STATE revoked
2022-07-19 16:56:00 → ALERT STATE declared
2022-07-19 17:03:00 → ALERT STATE revoked
2022-07-20 05:24:00 → ALERT STATE declared
2022-07-20 05:30:00 → ALERT STATE revoked
2022-07-20 09:18:00 → ALERT STATE declared
2022-07-20 09:43:00 → ALERT STATE revoked
2022-07-21 05:37:00 → ALERT STATE declared
2022-07-21 06:12:00 → ALERT STATE revoked
2022-07-21 14:05:00 → ALERT STATE declared
2022-07-21 14:21:00 → ALERT STATE revoked
2022-07-21 22:28:00 → ALERT STATE declared
2022-07-21 22:43:00 → ALERT STATE revoked
2022-07-22 03:22:00 → ALERT STATE declared
2022-07-22 04:03:00 → ALERT STATE revoked
2022-07-23 09:44:00 → ALERT STATE declared
2022-07-23 09:55:00 → ALERT STATE revoked
2022-07-24 05:59:00 → ALERT STATE declared
2022-07-24 06:00:00 → ALERT STATE revoked
2022-07-25 04:02:00 → ALERT STATE declared
2022-07-25 04:06:00 → ALERT STATE revoked
2022-07-26 00:44:00 → ALERT STATE declared
2022-07-26 00:45:00 → ALERT STATE revoked
2022-07-26 05:54:00 → ALERT STATE declared
2022-07-26 06:05:00 → ALERT STATE revoked
2022-07-26 06:30:00 → ALERT STATE declared
2022-07-26 06:34:00 → ALERT STATE revoked
2022-07-26 16:54:00 → ALERT STATE declared
2022-07-26 16:55:00 → ALERT STATE revoked
2022-07-27 01:19:00 → ALERT STATE declared
2022-07-27 01:24:00 → ALERT STATE revoked
2022-07-27 03:57:00 → ALERT STATE declared
2022-07-27 04:00:00 → ALERT STATE revoked
2022-07-28 03:15:00 → ALERT STATE declared
2022-07-28 03:26:00 → ALERT STATE revoked
2022-08-01 03:00:00 → ALERT STATE declared
2022-08-01 03:12:00 → ALERT STATE revoked
2022-08-02 00:50:00 → ALERT STATE declared
2022-08-02 00:58:00 → ALERT STATE revoked
2022-08-03 01:06:00 → ALERT STATE declared
2022-08-03 01:19:00 → ALERT STATE revoked
2022-08-03 03:28:00 → ALERT STATE declared
2022-08-03 03:32:00 → ALERT STATE revoked
2022-08-04 00:23:00 → ALERT STATE declared
2022-08-04 00:42:00 → ALERT STATE revoked
2022-08-04 04:22:00 → ALERT STATE declared
2022-08-04 04:37:00 → ALERT STATE revoked
2022-08-04 15:30:00 → ALERT STATE declared
2022-08-04 15:44:00 → ALERT STATE revoked
2022-08-05 01:15:00 → ALERT STATE declared
2022-08-05 01:20:00 → ALERT STATE revoked
2022-08-06 05:13:00 → ALERT STATE declared
2022-08-06 05:36:00 → ALERT STATE revoked
2022-08-06 05:52:00 → ALERT STATE declared
2022-08-06 05:57:00 → ALERT STATE revoked
2022-08-07 05:55:00 → ALERT STATE declared
2022-08-07 06:03:00 → ALERT STATE revoked
2022-08-08 08:50:00 → ALERT STATE declared
2022-08-08 08:52:00 → ALERT STATE revoked
2022-08-09 06:13:00 → ALERT STATE declared
2022-08-09 06:33:00 → ALERT STATE revoked
2022-08-09 10:16:00 → ALERT STATE declared
2022-08-09 10:17:00 → ALERT STATE revoked
2022-08-10 05:42:00 → ALERT STATE declared
2022-08-10 05:48:00 → ALERT STATE revoked
2022-08-10 09:16:00 → ALERT STATE declared
2022-08-10 09:20:00 → ALERT STATE revoked
2022-08-11 02:15:00 → ALERT STATE declared
2022-08-11 02:25:00 → ALERT STATE revoked
2022-08-12 01:27:00 → ALERT STATE declared
2022-08-12 01:30:00 → ALERT STATE revoked
2022-08-12 14:13:00 → ALERT STATE declared
2022-08-12 14:14:00 → ALERT STATE revoked
2022-08-14 01:15:00 → ALERT STATE declared
2022-08-14 01:19:00 → ALERT STATE revoked
2022-08-15 04:18:00 → ALERT STATE declared
2022-08-15 04:21:00 → ALERT STATE revoked
2022-08-15 18:39:00 → ALERT STATE declared
2022-08-15 18:43:00 → ALERT STATE revoked
2022-08-15 23:32:00 → ALERT STATE declared
2022-08-15 23:34:00 → ALERT STATE revoked
2022-08-16 00:54:00 → ALERT STATE declared
2022-08-16 01:01:00 → ALERT STATE revoked
2022-08-16 22:54:00 → ALERT STATE declared
2022-08-16 23:00:00 → ALERT STATE revoked
2022-08-17 00:43:00 → ALERT STATE declared
2022-08-17 00:59:00 → ALERT STATE revoked
2022-08-17 01:11:00 → ALERT STATE declared
2022-08-17 01:19:00 → ALERT STATE revoked
2022-08-17 04:29:00 → ALERT STATE declared
2022-08-17 04:31:00 → ALERT STATE revoked
2022-08-18 05:21:00 → ALERT STATE declared
2022-08-18 05:36:00 → ALERT STATE revoked
2022-08-19 10:52:00 → ALERT STATE declared
2022-08-19 10:57:00 → ALERT STATE revoked
2022-08-19 11:16:00 → ALERT STATE declared
2022-08-19 11:19:00 → ALERT STATE revoked
2022-08-19 20:03:00 → ALERT STATE declared
2022-08-19 20:09:00 → ALERT STATE revoked
2022-08-20 02:29:00 → ALERT STATE declared
2022-08-20 02:39:00 → ALERT STATE revoked
2022-08-20 03:58:00 → ALERT STATE declared
2022-08-20 05:00:00 → ALERT STATE revoked
2022-08-20 17:14:00 → ALERT STATE declared
2022-08-20 17:21:00 → ALERT STATE revoked
2022-08-21 08:06:00 → ALERT STATE declared
2022-08-21 08:18:00 → ALERT STATE revoked
2022-08-21 09:50:00 → ALERT STATE declared
2022-08-21 10:08:00 → ALERT STATE revoked
2022-08-21 16:36:00 → ALERT STATE declared
2022-08-21 16:42:00 → ALERT STATE revoked
2022-08-21 21:18:00 → ALERT STATE declared
2022-08-21 21:36:00 → ALERT STATE revoked
2022-08-22 07:14:00 → ALERT STATE declared
2022-08-22 07:15:00 → ALERT STATE revoked
2022-08-24 17:33:00 → ALERT STATE declared
2022-08-24 17:36:00 → ALERT STATE revoked
2022-08-25 02:44:00 → ALERT STATE declared
2022-08-25 02:45:00 → ALERT STATE revoked
2022-08-25 05:58:00 → ALERT STATE declared
2022-08-25 06:00:00 → ALERT STATE revoked
2022-08-25 22:55:00 → ALERT STATE declared
2022-08-25 23:01:00 → ALERT STATE revoked
2022-08-25 23:33:00 → ALERT STATE declared
2022-08-25 23:48:00 → ALERT STATE revoked
2022-08-26 02:06:00 → ALERT STATE declared
2022-08-26 02:22:00 → ALERT STATE revoked
2022-08-26 23:40:00 → ALERT STATE declared
2022-08-26 23:51:00 → ALERT STATE revoked
2022-08-27 03:07:00 → ALERT STATE declared
2022-08-27 03:14:00 → ALERT STATE revoked
2022-08-27 09:10:00 → ALERT STATE declared
2022-08-27 09:36:00 → ALERT STATE revoked
2022-08-28 03:06:00 → ALERT STATE declared
2022-08-28 03:12:00 → ALERT STATE revoked
2022-08-28 03:53:00 → ALERT STATE declared
2022-08-28 04:00:00 → ALERT STATE revoked
2022-08-28 04:40:00 → ALERT STATE declared
2022-08-28 04:54:00 → ALERT STATE revoked
2022-08-28 10:14:00 → ALERT STATE declared
2022-08-28 10:21:00 → ALERT STATE revoked
2022-08-28 22:51:00 → ALERT STATE declared
2022-08-28 23:14:00 → ALERT STATE revoked
2022-08-29 00:50:00 → ALERT STATE declared
2022-08-29 00:57:00 → ALERT STATE revoked
2022-08-29 06:05:00 → ALERT STATE declared
2022-08-29 06:12:00 → ALERT STATE revoked
2022-08-29 08:22:00 → ALERT STATE declared
2022-08-29 08:23:00 → ALERT STATE revoked
2022-08-29 17:14:00 → ALERT STATE declared
2022-08-29 17:21:00 → ALERT STATE revoked
2022-08-29 23:42:00 → ALERT STATE declared
2022-08-29 23:45:00 → ALERT STATE revoked
2022-08-30 00:23:00 → ALERT STATE declared
2022-08-30 01:06:00 → ALERT STATE revoked
2022-08-30 02:08:00 → ALERT STATE declared
2022-08-30 02:13:00 → ALERT STATE revoked
2022-08-30 18:22:00 → ALERT STATE declared
2022-08-30 18:23:00 → ALERT STATE revoked
2022-08-31 02:27:00 → ALERT STATE declared
2022-08-31 02:33:00 → ALERT STATE revoked
2022-08-31 07:05:00 → ALERT STATE declared
2022-08-31 07:17:00 → ALERT STATE revoked
2022-08-31 23:54:00 → ALERT STATE declared
2022-09-01 00:00:00 → ALERT STATE revoked
2022-09-01 11:22:00 → ALERT STATE declared
2022-09-01 11:31:00 → ALERT STATE revoked
2022-09-03 00:01:00 → ALERT STATE declared
2022-09-03 00:02:00 → ALERT STATE revoked
2022-09-04 02:12:00 → ALERT STATE declared
2022-09-04 02:24:00 → ALERT STATE revoked
2022-09-04 04:20:00 → ALERT STATE declared
2022-09-04 04:25:00 → ALERT STATE revoked
2022-09-04 05:15:00 → ALERT STATE declared
2022-09-04 05:24:00 → ALERT STATE revoked
2022-09-05 03:04:00 → ALERT STATE declared
2022-09-05 03:05:00 → ALERT STATE revoked
2022-09-05 21:54:00 → ALERT STATE declared
2022-09-05 22:01:00 → ALERT STATE revoked
2022-09-05 23:46:00 → ALERT STATE declared
2022-09-06 00:00:00 → ALERT STATE revoked
2022-09-06 00:54:00 → ALERT STATE declared
2022-09-06 00:56:00 → ALERT STATE revoked
2022-09-06 01:57:00 → ALERT STATE declared
2022-09-06 02:01:00 → ALERT STATE revoked
2022-09-06 04:40:00 → ALERT STATE declared
2022-09-06 04:41:00 → ALERT STATE revoked
2022-09-07 02:15:00 → ALERT STATE declared
2022-09-07 02:27:00 → ALERT STATE revoked
2022-09-07 06:05:00 → ALERT STATE declared
2022-09-07 06:22:00 → ALERT STATE revoked
2022-09-08 02:49:00 → ALERT STATE declared
2022-09-08 02:59:00 → ALERT STATE revoked
2022-09-08 21:59:00 → ALERT STATE declared
2022-09-08 22:00:00 → ALERT STATE revoked
2022-09-09 02:15:00 → ALERT STATE declared
2022-09-09 02:31:00 → ALERT STATE revoked
2022-09-09 15:18:00 → ALERT STATE declared
2022-09-09 15:19:00 → ALERT STATE revoked
2022-09-10 02:02:00 → ALERT STATE declared
2022-09-10 02:03:00 → ALERT STATE revoked
2022-09-10 04:04:00 → ALERT STATE declared
2022-09-10 04:10:00 → ALERT STATE revoked
2022-09-10 17:24:00 → ALERT STATE declared
2022-09-10 17:25:00 → ALERT STATE revoked
2022-09-10 21:56:00 → ALERT STATE declared
2022-09-10 22:00:00 → ALERT STATE revoked
2022-09-11 01:16:00 → ALERT STATE declared
2022-09-11 01:19:00 → ALERT STATE revoked
2022-09-11 02:18:00 → ALERT STATE declared
2022-09-11 02:36:00 → ALERT STATE revoked
2022-09-11 09:16:00 → ALERT STATE declared
2022-09-11 09:21:00 → ALERT STATE revoked
2022-09-12 04:47:00 → ALERT STATE declared
2022-09-12 04:48:00 → ALERT STATE revoked
2022-09-12 10:05:00 → ALERT STATE declared
2022-09-12 10:27:00 → ALERT STATE revoked
2022-09-12 19:21:00 → ALERT STATE declared
2022-09-12 19:24:00 → ALERT STATE revoked
2022-09-13 01:05:00 → ALERT STATE declared
2022-09-13 01:18:00 → ALERT STATE revoked
2022-09-13 02:06:00 → ALERT STATE declared
2022-09-13 02:18:00 → ALERT STATE revoked
2022-09-13 03:38:00 → ALERT STATE declared
2022-09-13 03:53:00 → ALERT STATE revoked
2022-09-13 04:09:00 → ALERT STATE declared
2022-09-13 04:23:00 → ALERT STATE revoked
2022-09-13 12:28:00 → ALERT STATE declared
2022-09-13 12:34:00 → ALERT STATE revoked
2022-09-13 23:37:00 → ALERT STATE declared
2022-09-13 23:38:00 → ALERT STATE revoked
2022-09-14 23:19:00 → ALERT STATE declared
2022-09-14 23:24:00 → ALERT STATE revoked
2022-09-15 22:30:00 → ALERT STATE declared
2022-09-15 23:00:00 → ALERT STATE revoked
2022-09-16 00:35:00 → ALERT STATE declared
2022-09-16 00:45:00 → ALERT STATE revoked
2022-09-16 04:42:00 → ALERT STATE declared
2022-09-16 04:44:00 → ALERT STATE revoked
2022-09-17 12:16:00 → ALERT STATE declared
2022-09-17 12:17:00 → ALERT STATE revoked
2022-09-18 02:10:00 → ALERT STATE declared
2022-09-18 02:20:00 → ALERT STATE revoked
2022-09-18 03:56:00 → ALERT STATE declared
2022-09-18 04:08:00 → ALERT STATE revoked
2022-09-18 07:18:00 → ALERT STATE declared
2022-09-18 07:26:00 → ALERT STATE revoked
2022-09-20 03:58:00 → ALERT STATE declared
2022-09-20 04:07:00 → ALERT STATE revoked
2022-09-21 04:50:00 → ALERT STATE declared
2022-09-21 04:59:00 → ALERT STATE revoked
2022-09-21 07:10:00 → ALERT STATE declared
2022-09-21 07:20:00 → ALERT STATE revoked
2022-09-22 10:16:00 → ALERT STATE declared
2022-09-22 10:25:00 → ALERT STATE revoked
2022-09-23 08:12:00 → ALERT STATE declared
2022-09-23 08:17:00 → ALERT STATE revoked
2022-09-23 21:44:00 → ALERT STATE declared
2022-09-23 21:47:00 → ALERT STATE revoked
2022-09-25 04:28:00 → ALERT STATE declared
2022-09-25 04:32:00 → ALERT STATE revoked
2022-09-25 19:16:00 → ALERT STATE declared
2022-09-25 19:19:00 → ALERT STATE revoked
2022-09-26 05:39:00 → ALERT STATE declared
2022-09-26 05:57:00 → ALERT STATE revoked
2022-09-26 14:58:00 → ALERT STATE declared
2022-09-26 15:01:00 → ALERT STATE revoked
2022-09-26 15:17:00 → ALERT STATE declared
2022-09-26 15:24:00 → ALERT STATE revoked
2022-09-27 09:16:00 → ALERT STATE declared
2022-09-27 09:17:00 → ALERT STATE revoked
2022-09-29 02:42:00 → ALERT STATE declared
2022-09-29 02:47:00 → ALERT STATE revoked
2022-09-30 21:24:00 → ALERT STATE declared
2022-09-30 22:02:00 → ALERT STATE revoked
2022-10-01 03:20:00 → ALERT STATE declared
2022-10-01 03:32:00 → ALERT STATE revoked
2022-10-01 07:15:00 → ALERT STATE declared
2022-10-01 07:19:00 → ALERT STATE revoked
2022-10-01 15:39:00 → ALERT STATE declared
2022-10-01 15:40:00 → ALERT STATE revoked
2022-10-02 02:40:00 → ALERT STATE declared
2022-10-02 02:51:00 → ALERT STATE revoked
2022-10-02 07:06:00 → ALERT STATE declared
2022-10-02 07:10:00 → ALERT STATE revoked
2022-10-02 09:16:00 → ALERT STATE declared
2022-10-02 09:21:00 → ALERT STATE revoked
2022-10-03 03:36:00 → ALERT STATE declared
2022-10-03 03:37:00 → ALERT STATE revoked
2022-10-04 03:08:00 → ALERT STATE declared
2022-10-04 03:22:00 → ALERT STATE revoked
2022-10-04 05:15:00 → ALERT STATE declared
2022-10-04 05:20:00 → ALERT STATE revoked
2022-10-05 02:45:00 → ALERT STATE declared
2022-10-05 02:54:00 → ALERT STATE revoked
2022-10-05 04:27:00 → ALERT STATE declared
2022-10-05 04:28:00 → ALERT STATE revoked
2022-10-05 04:44:00 → ALERT STATE declared
2022-10-05 04:49:00 → ALERT STATE revoked
2022-10-05 13:33:00 → ALERT STATE declared
2022-10-05 13:39:00 → ALERT STATE revoked
2022-10-05 20:09:00 → ALERT STATE declared
2022-10-05 20:14:00 → ALERT STATE revoked
2022-10-05 20:56:00 → ALERT STATE declared
2022-10-05 21:06:00 → ALERT STATE revoked
2022-10-05 21:33:00 → ALERT STATE declared
2022-10-05 21:42:00 → ALERT STATE revoked
2022-10-06 02:49:00 → ALERT STATE declared
2022-10-06 03:00:00 → ALERT STATE revoked
2022-10-06 05:25:00 → ALERT STATE declared
2022-10-06 06:00:00 → ALERT STATE revoked
2022-10-07 17:59:00 → ALERT STATE declared
2022-10-07 18:00:00 → ALERT STATE revoked
2022-10-07 20:13:00 → ALERT STATE declared
2022-10-07 20:17:00 → ALERT STATE revoked
2022-10-10 00:52:00 → ALERT STATE declared
2022-10-10 01:01:00 → ALERT STATE revoked
2022-10-10 09:15:00 → ALERT STATE declared
2022-10-10 09:31:00 → ALERT STATE revoked
2022-10-10 20:27:00 → ALERT STATE declared
2022-10-10 20:33:00 → ALERT STATE revoked
2022-10-11 12:48:00 → ALERT STATE declared
2022-10-11 12:50:00 → ALERT STATE revoked
2022-10-12 03:15:00 → ALERT STATE declared
2022-10-12 03:25:00 → ALERT STATE revoked
2022-10-12 03:41:00 → ALERT STATE declared
2022-10-12 03:52:00 → ALERT STATE revoked
2022-10-15 08:11:00 → ALERT STATE declared
2022-10-15 08:15:00 → ALERT STATE revoked
2022-10-16 02:16:00 → ALERT STATE declared
2022-10-16 02:27:00 → ALERT STATE revoked
2022-10-16 15:58:00 → ALERT STATE declared
2022-10-16 16:00:00 → ALERT STATE revoked
2022-10-17 11:06:00 → ALERT STATE declared
2022-10-17 11:16:00 → ALERT STATE revoked
2022-10-17 18:06:00 → ALERT STATE declared
2022-10-17 18:12:00 → ALERT STATE revoked
2022-10-18 05:12:00 → ALERT STATE declared
2022-10-18 05:13:00 → ALERT STATE revoked
2022-10-18 06:05:00 → ALERT STATE declared
2022-10-18 06:27:00 → ALERT STATE revoked
2022-10-18 14:29:00 → ALERT STATE declared
2022-10-18 14:33:00 → ALERT STATE revoked
2022-10-18 15:53:00 → ALERT STATE declared
2022-10-18 16:02:00 → ALERT STATE revoked
2022-10-21 20:39:00 → ALERT STATE declared
2022-10-21 21:00:00 → ALERT STATE revoked
2022-10-22 20:46:00 → ALERT STATE declared
2022-10-22 21:15:00 → ALERT STATE revoked
2022-10-23 03:54:00 → ALERT STATE declared
2022-10-23 04:00:00 → ALERT STATE revoked
2022-10-23 20:37:00 → ALERT STATE declared
2022-10-23 20:57:00 → ALERT STATE revoked
2022-10-24 05:15:00 → ALERT STATE declared
2022-10-24 05:32:00 → ALERT STATE revoked
2022-10-24 10:13:00 → ALERT STATE declared
2022-10-24 10:23:00 → ALERT STATE revoked
2022-10-25 05:08:00 → ALERT STATE declared
2022-10-25 05:09:00 → ALERT STATE revoked
2022-10-27 01:06:00 → ALERT STATE declared
2022-10-27 01:17:00 → ALERT STATE revoked
2022-10-27 21:33:00 → ALERT STATE declared
2022-10-27 21:40:00 → ALERT STATE revoked
2022-10-28 02:09:00 → ALERT STATE declared
2022-10-28 02:25:00 → ALERT STATE revoked
2022-10-29 04:43:00 → ALERT STATE declared
2022-10-29 05:00:00 → ALERT STATE revoked
